Fecha,Residuo,Tipo,Clasificación,Tipo de Movimiento,Fuente,Cantidad (kg)
17/11/2020,Sólidos contaminados con HC y/o derivados,Residuos peligrosos No Aprovechables,Y8,Ingreso,Ingeniería y Montajes,11.6
17/11/2020,Cinta marken,Residuos peligrosos No Aprovechables,Y12,Ingreso,Doria Mosquera,4.4
17/11/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,700
17/11/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,240
18/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,2.4
18/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,2.4
18/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,3.5
18/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,3.5
18/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,3.2
18/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,3.2
18/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,5.6
18/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,5.6
18/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,68.2
18/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,424.8
18/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,389.8
18/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,292
18/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,460.2
18/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,126
18/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,51.4
18/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,528.6
18/11/2020,Residuos del Casino,Residuos Aprovechables Compostaje,Aprovechable,Salida,,650
19/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,3.5
19/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,3.5
19/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,4.5
19/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,4.5
19/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,2.5
19/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,2.5
19/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,5.8
19/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,5.8
19/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,103.8
19/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,230.4
19/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,165.8
19/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,17
19/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,65.3
19/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,65.3
19/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,105.2
19/11/2020,Sólidos contaminados con HC y/o derivados,Residuos peligrosos No Aprovechables,Y8,Ingreso,Cogeneración,25.2
19/11/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,525
19/11/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,465
20/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,3
20/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,3
20/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,4.4
20/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,4.4
20/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,2.3
20/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,2.3
20/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,4.5
20/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,4.5
20/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,77.6
20/11/2020,Sólidos contaminados con pinturas,Residuos peligrosos No Aprovechables,Y12,Ingreso,Experta,10.8
20/11/2020,Lodos PTAR,Residuos Aprovechables Compostaje,No Aprovechable,Salida,,800
20/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,53.2
21/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,21.8
21/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,4.5
21/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,4.5
21/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,11.8
21/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,11.8
21/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,9
21/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,9
21/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,18.2
21/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,18.2
21/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,24.6
21/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,24.6
21/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,922
21/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,161.8
21/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,27.4
21/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,39.2
21/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,151.8
21/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,214.4
21/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Lavamoldes,70
21/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,417.8
21/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Molino,1055
21/11/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,225
21/11/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,545
23/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,59
23/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,4.1
23/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,4.1
23/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,3.3
23/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,3.3
23/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,7.2
23/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,7.2
23/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,3.5
23/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,3.5
23/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,83.5
23/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,83.5
23/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,202.4
23/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,202.4
23/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,178.8
23/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,178.8
23/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,150.8
23/11/2020,Estibas,Residuos Aprovechables Reciclables,Aprovechable,Salida,,340
20/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,6279.4
20/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,2000
20/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,1657.2
21/11/2020,Cartón,Residuos Aprovechables Reciclables,Aprovechable,Salida,,940
21/11/2020,Plegadiza,Residuos Aprovechables Reciclables,Aprovechable,Salida,,80
23/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Salida,,275.8
23/11/2020,Vasos Desechables,Residuos Aprovechables Reciclables,Aprovechable,Salida,,35.8
23/11/2020,PV - Plásticos Varios,Residuos Aprovechables Reciclables,Aprovechable,Salida,,390
23/11/2020,SR - Recorte Saborizada,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,8070
24/11/2020,Sólidos contaminados con HC y/o derivados,Residuos peligrosos No Aprovechables,Y8,Ingreso,Ingeniería y Montajes,15.8
24/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,61.2
24/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,340.6
24/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,474.6
24/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,244.8
24/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,235.4
24/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,184.6
24/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,165
24/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,165
24/11/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,225
24/11/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,705
24/11/2020,SR - Recorte Saborizada,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,1043
24/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,2698.6
24/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,933.4
24/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,2296.6
25/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,20.3
25/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,20.3
25/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,9.1
25/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,9.1
25/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,5.5
25/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,5.5
25/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,8.2
25/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,8.2
25/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,13.6
25/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,129.4
25/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,40.4
25/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,40.4
25/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,48
25/11/2020,Residuos del Casino,Residuos Aprovechables Compostaje,Aprovechable,Salida,,230
26/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,42
26/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,9.9
26/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,9.9
26/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,11.1
26/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,11.1
26/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,15.9
26/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,15.9
26/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,7.5
26/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,7.5
26/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,134.6
26/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Lavamoldes,52.8
26/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,60.2
26/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,60.2
26/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,55
26/11/2020,Sólidos contaminados con pinturas,Residuos peligrosos No Aprovechables,Y12,Ingreso,Experta,7
26/11/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,450
26/11/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,370
26/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,9.2
26/11/2020,Plegadiza,Residuos Aprovechables Reciclables,Aprovechable,Salida,,102
26/11/2020,PV - Plásticos Varios,Residuos Aprovechables Reciclables,Aprovechable,Salida,,140
26/11/2020,Cartón,Residuos Aprovechables Reciclables,Aprovechable,Salida,,1110
26/11/2020,Cores,Residuos Aprovechables Reciclables,Aprovechable,Salida,,330
27/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,15.2
27/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,15.2
27/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,11.6
27/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,11.6
27/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,9.6
27/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,9.6
27/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,3.7
27/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,3.7
27/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,63
27/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,233.4
27/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Lavamoldes,27.4
27/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,97
27/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Molino,375
27/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,58.3
27/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,58.3
28/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,62.8
28/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,133.2
28/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,416.3
28/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Lavamoldes,87.2
28/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,58.7
28/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,58.7
28/11/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,28.8
28/11/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,500
28/11/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,350
28/11/2020,Estibas,Residuos Aprovechables Reciclables,Aprovechable,Salida,,2920
30/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,80.8
30/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,4
30/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,4
30/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,11.6
30/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,11.6
30/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,21.4
30/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,21.4
30/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,13.4
30/11/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,13.4
30/11/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,16.2
30/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,308.6
30/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,288
30/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,294.4
30/11/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,144.2
30/11/2020,Lodos PTAR,Residuos Aprovechables Compostaje,No Aprovechable,Salida,,770
30/11/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Salida,,822.2
30/11/2020,PV - Plásticos Varios,Residuos Aprovechables Reciclables,Aprovechable,Salida,,340
30/11/2020,Cartón,Residuos Aprovechables Reciclables,Aprovechable,Salida,,400
30/11/2020,Cores,Residuos Aprovechables Reciclables,Aprovechable,Salida,,340
1/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,3.2
1/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,3.2
1/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,4.5
1/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,4.5
1/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,2.5
1/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,2.5
1/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,6.8
1/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,6.8
1/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,56.8
1/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,404.4
1/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,391.6
1/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,152.4
1/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,168
1/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,78.6
1/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,54.7
1/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,54.7
1/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,36.4
1/12/2020,Trigo por Color,Residuos Especiales Proceso,No Aprovechable,Salida,,625
1/12/2020,Ordinarios,Residuos Ordinarios No Aprovechables,No Aprovechable,Salida,,345
1/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,2939.4
1/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,1572.4
1/12/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Salida,,1716.6
1/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Salida,,442.2
1/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Salida,,605.8
2/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea A,48.4
2/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea B,48.4
2/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea C,156.7
2/12/2020,RS - Recorte Seco,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Línea D,156.7
2/12/2020,RH - Recorte Humedo,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,Canecas,242
2/12/2020,DS - Descarte,Residuos orgánicos de procesos (Aprovechables y/o comerciables),Aprovechable,Ingreso,SIRCEM,58.6
2/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,6.2
2/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,6.2
2/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,12
2/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,12
2/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,4
2/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,4
2/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,6
2/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,6
2/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,32.6
2/12/2020,Chatarra,Residuos Aprovechables Reciclables,Aprovechable,Salida,,3500
3/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Cempa,70.8
3/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,3.2
3/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea B,3.2
3/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea C,8.7
3/12/2020,PL - Polietileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea D,8.7
3/12/2020,PP - Polipropileno,Residuos Aprovechables Reciclables,Aprovechable,Ingreso,Línea A,3.9
